family,genus,species,lme,fao,level,FB_E_Code,source,type.length,taxo,b,a
Squalidae,Squalus,acanthias,22,27,species,139,fb,TL,spe-Ocean,3.038250017,0.005344
Anarhichadidae,Anarhichas,lupus,22,27,species,139,fb,TL,spe-LME,3.159666697,0.0051
Gadidae,Pollachius,virens,22,27,species,139,fb,TL,spe-Ocean,2.963000059,0.01033
Gadidae,Pollachius,pollachius,22,27,species,139,fb,TL,spe-LME,3.108333349,0.005953333
Sebastidae,Sebastes,,22,27,genus,139,fb,TL,gen-LME,3.137000084,0.0115
Lotidae,Molva,molva,22,27,species,139,fb,TL,spe-LME,3.254999995,0.00243
Agonidae,Agonus,cataphractus,22,27,species,139,fb,TL,spe-LME,2.614000082,0.0196
Rajidae,Raja,clavata,22,27,species,139,fb,TL,spe-LME,3.19749999,0.003215
Scophthalmidae,Scophthalmus,maximus,22,27,species,139,fb,TL,spe-LME,3.054111136,0.015768889
Lotidae,Enchelyopus,cimbrius,22,27,species,139,fb,TL,spe-LME,3.105999947,0.0035
Pleuronectidae,Glyptocephalus,cynoglossus,22,27,species,139,fb,TL,spe-LME,3.286666711,0.0024
Lophiidae,NA,,22,27,family,139,fb,TL,fam-LME,2.869999965,0.0247
Argentinidae,Argentina,,22,27,genus,139,fb,TL,gen-LME,3.052999973,0.0053
Pleuronectidae,Platichthys,flesus,22,27,species,139,fb,TL,spe-LME,2.920625031,0.015563625
Rajidae,Dipturus,,22,27,genus,139,fb,TL,gen-FAO,3.539000034,0.00048
Rajidae,Leucoraja,naevus,22,27,species,139,fb,TL,spe-FAO,3.311000029,0.001916667
Stichaeidae,Lumpenus,lampretaeformis,22,27,species,139,fb,TL,spe-Ocean,2.089999914,0.0164
Merlucciidae,Merluccius,merluccius,22,27,species,139,fb,TL,spe-LME,3.090499997,0.004548
Cottidae,Triglops,murrayi,22,27,species,139,fb,TL,spe-Ocean,3,0.008803328
Scyliorhinidae,Scyliorhinus,canicula,22,27,species,139,fb,TL,spe-LME,2.904000044,0.00336
Gadidae,Micromesistius,poutassou,22,27,species,139,fb,TL,spe-LME,3.082000017,0.00375
Rajidae,NA,,22,27,family,139,fb,TL,fam-LME,3.196666718,0.00339
Carangidae,Trachurus,trachurus,22,27,species,139,fb,TL,spe-LME,3.20174998,0.0045475
Callionymidae,NA,,22,27,family,139,fb,TL,fam-LME,2.652750015,0.0129
Lophiidae,Lophius,piscatorius,22,27,species,139,fb,TL,spe-LME,2.869999965,0.0247
Cottidae,NA,,22,27,family,139,fb,TL,fam-LME,3.129333337,0.0119
Gobiidae,NA,,22,27,family,139,fb,TL,fam-LME,3,0.0111
Ammodytidae,NA,,22,27,family,139,fb,TL,fam-FAO,2.559999943,0.0098
Scophthalmidae,Lepidorhombus,whiffiagonis,22,27,species,139,fb,TL,spe-FAO,3.122024953,0.0047625
Scophthalmidae,Scophthalmus,rhombus,22,27,species,139,fb,TL,spe-LME,3.03377782,0.014931111
Clupeidae,Alosa,,22,27,genus,139,fb,TL,gen-LME,3.051571426,0.008520476
Rajidae,Raja,brachyura,22,27,species,139,fb,TL,spe-LME,3.23300004,0.00281
Soleidae,Buglossidium,luteum,22,27,species,139,fb,TL,spe-FAO,3.370000005,0.00499
Rajidae,Raja,montagui,22,27,species,139,fb,TL,spe-LME,3.311000109,0.00201
Scophthalmidae,Phrynorhombus,norvegicus,22,27,species,139,fb,TL,spe-LME,2.904999971,0.016100001
Soleidae,Microchirus,variegatus,22,27,species,139,fb,TL,spe-LME,3.078999996,0.0089
Callionymidae,Callionymus,,22,27,genus,139,fb,TL,gen-LME,2.652750015,0.0129
Sparidae,NA,,22,27,family,139,fb,TL,fam-LME,3.107260013,0.021095
Triglidae,Chelidonichthys,cuculus,22,27,species,139,fb,TL,spe-LME,3.277666648,0.004083333
Bothidae,NA,,22,27,family,139,fb,TL,fam-FAO,3.147666673,0.0080175
Scophthalmidae,Zeugopterus,regius,22,27,species,139,fb,TL,gen-LME,3.145999908,0.0139
Bothidae,Arnoglossus,laterna,22,27,species,139,fb,TL,spe-FAO,3.225749969,0.005265
Engraulidae,Engraulis,encrasicolus,22,27,species,139,fb,TL,spe-LME,2.980999947,0.00654
Sebastidae,Sebastes,viviparus,22,27,species,139,fb,TL,spe-LME,3.137000084,0.0115
Ammodytidae,Ammodytes,,22,27,genus,139,fb,TL,gen-FAO,2.559999943,0.0098
Pleuronectidae,Hippoglossus,hippoglossus,22,27,species,139,fb,TL,spe-LME,3.101000071,0.0203
Anarhichadidae,NA,,22,27,family,139,fb,TL,fam-LME,3.159666697,0.0051
Lotidae,Gaidropsarus,,22,27,genus,139,fb,TL,gen-LME,2.959000111,0.0108
Rajidae,Raja,,22,27,genus,139,fb,TL,gen-LME,3.196666718,0.00339
Phycidae,Phycis,blennoides,22,27,species,139,fb,TL,spe-LME,3.388999939,0.0022
Chimaeridae,Chimaera,monstrosa,22,27,species,139,fb,TL,spe-FAO,3.270499945,0.00387
Gadidae,Gadiculus,argenteus,22,27,species,139,fb,TL,spe-FAO,3.321333329,0.004176667
Lotidae,Brosme,brosme,22,27,species,139,fb,TL,spe-Ocean,3.094499946,0.009193023
Gobiidae,Pomatoschistus,,22,27,genus,139,fb,TL,gen-FAO,3.156666756,0.007553333
Gobiidae,Aphia,minuta,22,27,species,139,fb,TL,spe-FAO,3.526666661,0.00122425
Trachinidae,Echiichthys,vipera,22,27,species,139,fb,TL,spe-FAO,3.049999952,0.0105
Liparidae,Liparis,,22,27,genus,139,fb,TL,gen-Ocean,3,0.023703704
Ammodytidae,Hyperoplus,lanceolatus,22,27,species,139,fb,TL,gen-Ocean,3,0.002357682
Sternoptychidae,Maurolicus,muelleri,22,27,species,139,fb,TL,spe-Ocean,3.960999966,0.00164
Triakidae,Mustelus,,22,27,genus,139,fb,TL,gen-LME,3.159999967,0.002
Gasterosteidae,NA,,22,27,family,139,fb,TL,fam-LME,2.940999985,0.008366667
Zoarcidae,Lycodes,vahlii,22,27,species,139,fb,TL,gen-FAO,4.095699787,1.00E-04
Cottidae,Myoxocephalus,scorpius,22,27,species,139,fb,TL,spe-LME,3.124000072,0.0126
Trachinidae,Trachinus,draco,22,27,species,139,fb,TL,spe-LME,3.142000079,0.005535
Anarhichadidae,Anarhichas,,22,27,genus,139,fb,TL,gen-LME,3.159666697,0.0051
Ammodytidae,Ammodytes,tobianus,22,27,species,139,fb,TL,spe-FAO,2.559999943,0.0098
Gasterosteidae,Gasterosteus,aculeatus aculeatus,22,27,species,139,fb,TL,gen-LME,3.049000025,0.0105
Zoarcidae,Lycodes,,22,27,genus,139,fb,TL,gen-FAO,4.095699787,1.00E-04
Etmopteridae,Etmopterus,spinax,22,27,species,139,fb,TL,spe-FAO,3.13499999,0.002823333
Salmonidae,Salmo,trutta trutta,22,27,species,139,fb,TL,gen-LME,3.065999985,0.008295
Syngnathidae,Syngnathus,,22,27,genus,139,fb,TL,gen-LME,3.233999968,0.0002023
Stichaeidae,NA,,22,27,family,139,fb,TL,fam-Ocean,2.596049994,0.063455002
Myxinidae,Myxine,glutinosa,22,27,species,139,fb,TL,fam-Ocean,2.714701986,0.008065
Anguillidae,Anguilla,anguilla,22,27,species,139,fb,TL,spe-LME,3.180428607,0.001019429
Petromyzontidae,Petromyzon,marinus,22,27,species,139,fb,TL,spe-Ocean,3,0.00208
Congridae,Conger,conger,22,27,species,139,fb,TL,spe-LME,3.254500031,0.00136
Sebastidae,Helicolenus,dactylopterus,22,27,species,139,fb,TL,spe-FAO,3.100750029,0.0112
Rajidae,Leucoraja,fullonica,22,27,species,139,fb,TL,gen-FAO,3.311000029,0.001916667
Triglidae,NA,,22,27,family,139,fb,TL,fam-LME,3.152999986,0.005921818
Scophthalmidae,Zeugopterus,punctatus,22,27,species,139,fb,TL,spe-LME,3.145999908,0.0139
Lotidae,Ciliata,,22,27,genus,139,fb,TL,gen-LME,3,0.0064
Zoarcidae,Zoarces,viviparus,22,27,species,139,fb,TL,fam-LME,3.25,0.0019
Syngnathidae,NA,,22,27,family,139,fb,TL,fam-LME,3.036800003,0.00024772
Clupeidae,Sardina,pilchardus,22,27,species,139,fb,TL,spe-LME,3.076999903,0.00594
Zoarcidae,Lycenchelys,sarsii,22,27,species,139,fb,TL,gen-FAO,2.901000023,0.00252
Cottidae,Taurulus,bubalis,22,27,species,139,fb,TL,spe-LME,3,0.0154
Anguillidae,NA,,22,27,family,139,fb,TL,fam-LME,3.180428607,0.001019429
Syngnathidae,Entelurus,aequoreus,22,27,species,139,fb,TL,spe-LME,3,0.00022
Ammodytidae,Ammodytes,marinus,22,27,species,139,fb,TL,spe-Ocean,3.439500093,0.001
Rajidae,Raja,undulata,22,27,species,139,fb,TL,spe-LME,3.124000072,0.00415
Anarhichadidae,Anarhichas,minor,22,27,species,139,fb,TL,gen-LME,3.159666697,0.0051
Lotidae,Molva,dypterygia,22,27,species,139,fb,TL,spe-LME,3.148999929,0.00191
Pholidae,Pholis,gunnellus,22,27,species,139,fb,TL,spe-LME,3.017999887,0.0043
Gadidae,Raniceps,raninus,22,27,species,139,fb,TL,spe-LME,3.26699996,0.0062
Zeidae,Zeus,faber,22,27,species,139,fb,TL,spe-LME,2.921000004,0.02205
Gobiidae,Crystallogobius,linearis,22,27,species,139,fb,TL,fam-LME,3,0.0111
Cyclopteridae,NA,,22,27,family,139,fb,TL,fam-LME,2.938999891,0.058699999
Osmeridae,Osmerus,eperlanus,22,27,species,139,fb,TL,gen-FAO,1.738999963,0.360100001
Triakidae,Galeorhinus,galeus,22,27,species,139,fb,TL,spe-Ocean,2.949166616,0.010166667
Scyliorhinidae,Scyliorhinus,stellaris,22,27,species,139,fb,TL,gen-LME,2.904000044,0.00336
Mullidae,Mullus,surmuletus,22,27,species,139,fb,TL,spe-LME,3.243000031,0.006096667
Scomberesocidae,Scomberesox,saurus saurus,22,27,species,139,fb,TL,gen-LME,3.193000078,0.0015
Gadidae,Gadiculus,,22,27,genus,139,fb,TL,gen-FAO,3.321333329,0.004176667
Gobiidae,Gobius,,22,27,genus,139,fb,TL,gen-LME,3,0.0111
Carapidae,Echiodon,drummondii,22,27,species,139,fb,TL,spe-Ocean,3,0.000592593
Gobiesocidae,Diplecogaster,bimaculata bimaculata,22,27,species,139,fb,TL,fam-Ocean,3.072666645,0.011124229
Triglidae,Chelidonichthys,lucerna,22,27,species,139,fb,TL,spe-LME,3.142999967,0.00629
Macrouridae,Coryphaenoides,rupestris,22,27,species,139,fb,TL,gen-Ocean,2.486699939,0.019685
Lotidae,Gaidropsarus,mediterraneus,22,27,species,139,fb,TL,spe-Ocean,2.998600006,0.006202
Salmonidae,Salmo,salar,22,27,species,139,fb,TL,spe-Ocean,2.991630077,0.010717443
Soleidae,NA,,22,27,family,139,fb,TL,fam-LME,3.099688874,0.006744889
Stichaeidae,Leptoclinus,maculatus,22,27,species,139,fb,TL,fam-Ocean,2.596049994,0.063455002
Caproidae,Capros,aper,22,27,species,139,fb,TL,spe-FAO,2.819249928,0.0299175
Rajidae,Leucoraja,circularis,22,27,species,139,fb,TL,gen-FAO,3.311000029,0.001916667
Belonidae,Belone,belone,22,27,species,139,fb,TL,spe-LME,3.441999912,0.0002
Ammodytidae,Gymnammodytes,semisquamatus,22,27,species,139,fb,TL,gen-Ocean,3.306999922,0.0012
Petromyzontidae,Lampetra,fluviatilis,22,27,species,139,fb,TL,spe-FAO,3.070500016,0.001513
Soleidae,Buglossidium,,22,27,genus,139,fb,TL,gen-FAO,3.370000005,0.00499
Moronidae,Dicentrarchus,labrax,22,27,species,139,fb,TL,spe-LME,3.029249966,0.009975
Sparidae,Pagellus,erythrinus,22,27,species,139,fb,TL,spe-FAO,2.945833365,0.01525
Sparidae,Spondyliosoma,cantharus,22,27,species,139,fb,TL,spe-LME,3.112666686,0.011263334
Scorpaenidae,Scorpaena,scrofa,22,27,species,139,fb,TL,spe-FAO,3.124000072,0.0121
Soleidae,Microchirus,,22,27,genus,139,fb,TL,gen-LME,3.078999996,0.0089
Scophthalmidae,Zeugopterus,,22,27,genus,139,fb,TL,gen-LME,3.145999908,0.0139
Mugilidae,NA,,22,27,family,139,fb,TL,fam-LME,3.157666683,0.008113333
Gobiesocidae,Lepadogaster,,22,27,genus,139,fb,TL,gen-Ocean,3,0.023065377
Syngnathidae,Nerophis,,22,27,genus,139,fb,TL,gen-LME,2.85800004,0.000307
Caproidae,NA,,22,27,family,139,fb,TL,fam-FAO,2.819249928,0.0299175
Mugilidae,Chelon,labrosus,22,27,species,139,fb,TL,spe-FAO,3.072999954,0.009023334
Pentanchidae,Galeus,melastomus,22,27,species,139,fb,TL,spe-FAO,3.099000025,0.001992
Labridae,Labrus,bergylta,22,27,species,139,fb,TL,spe-LME,3.057500005,0.0132
Lophiidae,Lophius,budegassa,22,27,species,139,fb,TL,spe-FAO,2.915749967,0.0365025
Argentinidae,NA,,22,27,family,139,fb,TL,fam-LME,3.052999973,0.0053
Moronidae,Dicentrarchus,,22,27,genus,139,fb,TL,gen-LME,3.029249966,0.009975
Mugilidae,Chelon,auratus,22,27,species,139,fb,TL,gen-FAO,3.072999954,0.009023334
Bothidae,Arnoglossus,imperialis,22,27,species,139,fb,TL,spe-FAO,3.167999983,0.0052375
Macrouridae,Trachyrincus,murrayi,22,27,species,139,fb,TL,gen-FAO,3.232000113,0.00129
Ammodytidae,Hyperoplus,immaculatus,22,27,species,139,fb,TL,spe-Ocean,3,0.002357682
Blenniidae,Blennius,,22,27,genus,139,fb,TL,gen-FAO,2.936500072,0.0154
Soleidae,Pegusa,lascaris,22,27,species,139,fb,TL,spe-Ocean,3.146666686,0.007333333
Gobiidae,Lesueurigobius,,22,27,genus,139,fb,TL,gen-FAO,3.515000105,0.00257
Gasterosteidae,Spinachia,spinachia,22,27,species,139,fb,TL,spe-LME,3,0.0021
Rajidae,Leucoraja,lentiginosa,22,27,species,139,fb,TL,gen-FAO,3.311000029,0.001916667
Bothidae,Arnoglossus,,22,27,genus,139,fb,TL,gen-FAO,3.166545456,0.007255455
Ammodytidae,Hyperoplus,,22,27,genus,139,fb,TL,gen-Ocean,3,0.002357682
Gobiidae,Lesueurigobius,friesii,22,27,species,139,fb,TL,spe-FAO,3.515000105,0.00257
Gadidae,Merlangius,merlangus,24,27,species,235,fb,TL,spe-LME,3.154999971,0.00507
Clupeidae,Clupea,harengus,24,27,species,235,fb,TL,spe-LME,3.054960012,0.00712608
Clupeidae,Sprattus,sprattus,24,27,species,235,fb,TL,spe-FAO,3.110000014,0.005235
Gadidae,Gadus,morhua,24,27,species,235,fb,TL,spe-LME,3.07099994,0.007536667
Pleuronectidae,Pleuronectes,platessa,24,27,species,235,fb,TL,spe-LME,3.075999975,0.008865
Pleuronectidae,Platichthys,flesus,24,27,species,235,fb,TL,spe-LME,3.032249987,0.0097775
Gadidae,Pollachius,virens,24,27,species,235,fb,TL,spe-LME,2.963000059,0.01033
Cottidae,Taurulus,bubalis,24,27,species,235,fb,TL,spe-LME,3,0.0154
Moronidae,Dicentrarchus,labrax,24,27,species,235,fb,TL,spe-LME,3.001333316,0.0107
Pleuronectidae,Microstomus,kitt,24,27,species,235,fb,TL,spe-LME,3.14199996,0.00756
Agonidae,Agonus,cataphractus,24,27,species,235,fb,TL,spe-LME,2.614000082,0.0196
Rajidae,Raja,clavata,24,27,species,235,fb,TL,spe-LME,3.192600012,0.003118
Pleuronectidae,Limanda,limanda,24,27,species,235,fb,TL,spe-LME,3.154999971,0.006715
Cottidae,Artediellus,atlanticus,22,27,species,139,fb,TL,fam-LME,3.129333337,0.0119
Salmonidae,Salmo,,22,27,genus,139,fb,TL,gen-LME,3.065999985,0.008295
Labridae,Ctenolabrus,rupestris,22,27,species,139,fb,TL,spe-LME,3,0.0123
Labridae,Symphodus,melops,22,27,species,139,fb,TL,spe-LME,3.123333375,0.00832
Cottidae,Micrenophrys,lilljeborgii,22,27,species,139,fb,TL,fam-LME,3.129333337,0.0119
Zoarcidae,NA,,22,27,family,139,fb,TL,fam-LME,3.25,0.0019
Somniosidae,Somniosus,microcephalus,22,27,species,139,fb,TL,spe-LME,3.213333368,0.019666666
Agonidae,Leptagonus,decagonus,22,27,species,139,fb,TL,spe-Ocean,3,0.003487152
Scombridae,Thunnus,thynnus,22,27,species,139,fb,TL,spe-LME,2.894000053,0.0264
Petromyzontidae,Petromyzon,,22,27,genus,139,fb,TL,gen-Ocean,3,0.00208
Atherinidae,Atherina,presbyter,22,27,species,139,fb,TL,spe-LME,3,0.0069
Triglidae,Chelidonichthys,lastoviza,22,27,species,139,fb,TL,gen-LME,3.210333308,0.005186667
Sparidae,Sparus,aurata,22,27,species,139,fb,TL,spe-LME,3.037299991,0.064700001
Mullidae,Mullus,barbatus barbatus,22,27,species,139,fb,TL,spe-FAO,3.017749965,0.0087075
Mugilidae,Mugil,cephalus,22,27,species,139,fb,TL,spe-LME,2.903000116,0.0148
Pleuronectidae,Platichthys,flesus,23,27,species,104,fb,TL,spe-LME,2.893000007,0.0188945
Clupeidae,Clupea,harengus,23,27,species,104,fb,TL,spe-LME,3.044499993,0.00545
Pleuronectidae,Microstomus,kitt,23,27,species,104,fb,TL,spe-FAO,3.044999957,0.00875
Gadidae,Gadus,morhua,23,27,species,104,fb,TL,spe-LME,3.089333375,0.00692
Scophthalmidae,Scophthalmus,maximus,23,27,species,104,fb,TL,spe-FAO,3.012625039,0.01719
Pleuronectidae,Pleuronectes,platessa,23,27,species,104,fb,TL,spe-FAO,3.120999932,0.00778
Gadidae,Merlangius,merlangus,23,27,species,104,fb,TL,spe-FAO,3.154999971,0.00507
Rajidae,Amblyraja,radiata,23,27,species,104,fb,TL,spe-FAO,2.190000057,0.157000005
Gadidae,Melanogrammus,aeglefinus,23,27,species,104,fb,TL,spe-Ocean,3.11500001,0.00618
Clupeidae,Sprattus,sprattus,23,27,species,104,fb,TL,spe-LME,3.110000014,0.005235
Petromyzontidae,Petromyzon,marinus,23,27,species,104,fb,TL,spe-Ocean,3,0.00208
Pleuronectidae,Hippoglossoides,platessoides,23,27,species,104,fb,TL,spe-FAO,3.203999996,0.0044
Pleuronectidae,Limanda,limanda,23,27,species,104,fb,TL,spe-FAO,3.100999975,0.007762
Cyclopteridae,Cyclopterus,lumpus,23,27,species,104,fb,TL,spe-FAO,2.938999891,0.058699999
Scombridae,Scomber,scombrus,23,27,species,104,fb,TL,spe-FAO,3.165999969,0.005118333
Engraulidae,Engraulis,encrasicolus,23,27,species,104,fb,TL,spe-FAO,3.190628583,0.004104286
Carangidae,Trachurus,trachurus,23,27,species,104,fb,TL,spe-FAO,2.980599999,0.010421
Anguillidae,Anguilla,anguilla,23,27,species,104,fb,TL,spe-LME,3.243000031,0.0007
Clupeidae,Sardina,pilchardus,23,27,species,104,fb,TL,spe-FAO,3.111100027,0.007278572
Callionymidae,Callionymus,,23,27,genus,104,fb,TL,gen-FAO,2.578071441,0.033624286
Trachinidae,Echiichthys,,22,27,genus,139,fb,TL,gen-FAO,3.049999952,0.0105
Triglidae,Eutrigla,,22,27,genus,139,fb,TL,gen-LME,3.139666637,0.005433333
Triglidae,Trigla,,22,27,genus,139,fb,TL,gen-FAO,2.960000038,0.0082
Triglidae,Chelidonichthys,,22,27,genus,139,fb,TL,gen-LME,3.210333308,0.005186667
Rajidae,Dipturus,oxyrinchus,22,27,species,139,fb,TL,spe-FAO,3.539000034,0.00048
Zeidae,NA,,22,27,family,139,fb,TL,fam-LME,2.921000004,0.02205
Zoarcidae,Lycodes,gracilis,22,27,species,139,fb,TL,gen-FAO,4.095699787,1.00E-04
Paralepididae,Arctozenus,risso,22,27,species,139,fb,TL,fam-Ocean,2.94599998,0.00266
Gobiesocidae,NA,,22,27,family,139,fb,TL,fam-Ocean,3.072666645,0.011124229
Gasterosteidae,Gasterosteus,aculeatus williamsoni,22,27,species,139,fb,TL,gen-LME,3.049000025,0.0105
Blenniidae,NA,,22,27,family,139,fb,TL,fam-LME,3,0.0104
Lotidae,Gaidropsarus,macrophthalmus,22,27,species,139,fb,TL,spe-FAO,2.950000048,0.00634
Arhynchobatidae,Bathyraja,brachyurops,22,27,species,139,fb,TL,gen-Ocean,3.106732006,0.00464556
Scophthalmidae,Lepidorhombus,boscii,22,27,species,139,fb,TL,spe-FAO,3.002780056,0.01614
Mugilidae,Chelon,,22,27,genus,139,fb,TL,gen-FAO,3.072999954,0.009023334
Bramidae,Brama,brama,22,27,species,139,fb,TL,spe-LME,3.608999968,0.0011
Gobiidae,Pomatoschistus,lozanoi,22,27,species,139,fb,TL,gen-FAO,3.156666756,0.007553333
Merlucciidae,Merluccius,merluccius,23,27,species,104,fb,TL,spe-FAO,3.078842088,0.005458737
Labridae,Ctenolabrus,rupestris,23,27,species,104,fb,TL,spe-FAO,3,0.0123
Ammodytidae,Hyperoplus,lanceolatus,23,27,species,104,fb,TL,gen-Ocean,3,0.002357682
Soleidae,Solea,solea,23,27,species,104,fb,TL,spe-LME,3.095200062,0.007124
Triglidae,Eutrigla,gurnardus,23,27,species,104,fb,TL,spe-FAO,3.22724998,0.0048
Scophthalmidae,Scophthalmus,rhombus,23,27,species,104,fb,TL,spe-FAO,3.012818228,0.015718182
Bothidae,Arnoglossus,laterna,23,27,species,104,fb,TL,spe-FAO,3.225749969,0.005265
Lotidae,Enchelyopus,cimbrius,23,27,species,104,fb,TL,spe-FAO,3.105999947,0.0035
Gobiidae,Gobius,,23,27,genus,104,fb,TL,gen-FAO,3.082000017,0.011057143
Syngnathidae,Syngnathus,,23,27,genus,104,fb,TL,gen-LME,2.940999985,0.0003446
Syngnathidae,Entelurus,aequoreus,23,27,species,104,fb,TL,spe-FAO,3,0.00022
Labridae,Symphodus,melops,23,27,species,104,fb,TL,spe-FAO,3.13500005,0.00904
Ophidiidae,Ophidion,barbatum,22,27,species,139,fb,TL,spe-Ocean,2.632000089,0.039450001
Psychrolutidae,Cottunculus,microps,22,27,species,139,fb,TL,fam-Ocean,3.043333371,0.019266667
Clupeidae,Alosa,agone,22,27,species,139,fb,TL,spe-Ocean,2.940000057,0.0133
Trachinidae,Echiichthys,vipera,24,27,species,235,fb,TL,spe-FAO,3.049999952,0.0105
Callionymidae,Callionymus,lyra,24,27,species,235,fb,TL,spe-LME,2.79550004,0.0046
Scombridae,Scomber,scombrus,24,27,species,235,fb,TL,spe-LME,3.162500024,0.004355
Triglidae,Chelidonichthys,lucerna,24,27,species,235,fb,TL,spe-LME,3.142999967,0.00629
Clupeidae,Sardina,pilchardus,24,27,species,235,fb,TL,spe-LME,3.076999903,0.00594
Soleidae,Solea,solea,24,27,species,235,fb,TL,spe-LME,3.112857137,0.006528571
Scyliorhinidae,Scyliorhinus,canicula,24,27,species,235,fb,TL,spe-LME,2.904000044,0.00336
Mullidae,Mullus,surmuletus,24,27,species,235,fb,TL,spe-LME,3.243000031,0.006096667
Carangidae,Trachurus,trachurus,24,27,species,235,fb,TL,spe-LME,3.163499951,0.005295
Ammodytidae,Hyperoplus,lanceolatus,24,27,species,235,fb,TL,gen-Ocean,3,0.002357682
Gadidae,Trisopterus,minutus,24,27,species,235,fb,TL,spe-LME,3.026000023,0.0092
Gobiidae,NA,,24,27,family,235,fb,TL,fam-LME,3,0.0111
Gadidae,Trisopterus,minutus,23,27,species,104,fb,TL,spe-FAO,3.061249971,0.007675
Gobiidae,Aphia,minuta,23,27,species,104,fb,TL,spe-FAO,3.526666661,0.00122425
Labridae,Centrolabrus,exoletus,22,27,species,139,fb,TL,spe-LME,3.230000019,0.004885
Cottidae,Myoxocephalus,scorpius,24,27,species,235,fb,TL,spe-LME,3.124000072,0.0126
Soleidae,Buglossidium,luteum,24,27,species,235,fb,TL,spe-FAO,3.370000005,0.00499
Triakidae,Mustelus,,24,27,genus,235,fb,TL,gen-LME,3.159999967,0.002
Bothidae,Arnoglossus,laterna,24,27,species,235,fb,TL,spe-FAO,3.225749969,0.005265
Lotidae,Ciliata,,24,27,genus,235,fb,TL,gen-LME,3,0.0064
Engraulidae,Engraulis,encrasicolus,24,27,species,235,fb,TL,spe-LME,2.980999947,0.00654
Triglidae,Eutrigla,gurnardus,24,27,species,235,fb,TL,spe-LME,3.139666637,0.005433333
Trachinidae,Trachinus,draco,24,27,species,235,fb,TL,spe-LME,3.142000079,0.005535
Triglidae,Chelidonichthys,cuculus,24,27,species,235,fb,TL,spe-LME,3.277666648,0.004083333
Gadidae,Trisopterus,luscus,24,27,species,235,fb,TL,spe-LME,3.157399988,0.007956
Ammodytidae,Ammodytes,tobianus,24,27,species,235,fb,TL,spe-FAO,2.559999943,0.0098
Rajidae,Raja,microocellata,24,27,species,235,fb,TL,spe-LME,3.117000103,0.00494
Sparidae,Spondyliosoma,cantharus,24,27,species,235,fb,TL,spe-LME,3.112666686,0.011263334
Liparidae,Liparis,,24,27,genus,235,fb,TL,gen-Ocean,3,0.023703704
Rajidae,Raja,montagui,24,27,species,235,fb,TL,spe-LME,3.270500064,0.002355
Soleidae,Microchirus,variegatus,24,27,species,235,fb,TL,spe-LME,3.078999996,0.0089
Rajidae,Raja,,24,27,genus,235,fb,TL,gen-LME,3.191818216,0.003310909
Syngnathidae,Syngnathus,,24,27,genus,235,fb,TL,gen-LME,3.52699995,6.00E-05
Scophthalmidae,Scophthalmus,maximus,24,27,species,235,fb,TL,spe-LME,3.064625025,0.01525
Labridae,Ctenolabrus,rupestris,24,27,species,235,fb,TL,spe-LME,3,0.0123
Lotidae,Gaidropsarus,argentatus,22,27,species,139,fb,TL,gen-LME,2.959000111,0.0108
Sparidae,Sarpa,salpa,22,27,species,139,fb,TL,spe-FAO,2.997500002,0.017365
Trachinidae,Trachinus,draco,23,27,species,104,fb,TL,spe-FAO,3.139142888,0.00651
Stichaeidae,Lumpenus,lampretaeformis,23,27,species,104,fb,TL,spe-Ocean,2.089999914,0.0164
